"DRG Definition","Provider Id","Provider Name","Provider Street Address","Provider City","Provider State","Provider Zip Code","Hospital Referral Region Description","Total Discharges","Average Covered Charges","Average Total Payments","Average Medicare Payments"
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",57,24360.22,8788.45,7482.45
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",23,20305.91,7117.6,6289.26
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",34,26714.05,7326.79,6191.44
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",31,24039.03,7266,6114.38
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",58,22437.31,7426.82,6670.06
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",62,24415.85,7629.37,6797.43
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",21,20905.95,11521.8,10502.19
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",18,40742.27,8183.27,7620.83
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",28,18827.28,7434.64,6442.57
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",34,28865.11,7622.44,6398.11
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",11,16585.45,6894.18,6282.54
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",26,15810.61,6522.11,5745.8
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",43,24561.2,8033.76,5792.23
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",23,33283.39,7391.52,6231.78
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",36,15812.97,8112.08,7485.5
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",28,16506.39,7444.96,6184.64
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",75,35426.22,11392.09,10658.22
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",41,30669.95,9884.02,7152.87
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150061,"DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","WASHINGTON","IN",47501,"IN - Evansville",12,11757.41,6903.75,6159.75
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST","SEYMOUR","IN",47274,"IN - Indianapolis",12,13823.41,7054.91,5400.5
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",11,16627.36,6565.63,5648.18
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",13,24439.61,8162.61,7512
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150076,"SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH","1915 LAKE AVE","PLYMOUTH","IN",46563,"IN - South Bend",12,16473.41,7299.33,6455.66
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",65,34274.4,7675.92,6757.18
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",80,29549.55,8497.41,7444.08
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",12,16040.5,6723.33,6165.33
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",25,21387.4,7326.24,6560.32
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",60,29854.73,8965.56,7168.6
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",23,21865.69,7369.04,6782.6
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",56,19233.48,7567.62,5691.17
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",26,27033.65,7959.76,6554.38
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",29,17832.24,7488.79,6788.37
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",25,21816.12,7173.64,6568.76
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",46,10623.8,6379.34,5551.69
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",70,21336.28,7423.18,6483.54
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",17,22271.94,7315.05,5973.82
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",17,21983.82,6689.88,5698.58
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150133,"KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","WARSAW","IN",46580,"IN - Fort Wayne",11,25946.9,6424.45,5407
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150153,"ST VINCENT HEART CENTER OF INDIANA LLC","10580 N MERIDIAN ST","INDIANAPOLIS","IN",46290,"IN - Indianapolis",58,26054.48,6725.13,5850.29
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150154,"INDIANA HEART HOSPITAL THE","8075 N SHADELAND AVE","INDIANAPOLIS","IN",46250,"IN - Indianapolis",29,22091.65,6871.34,5786.34
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",20,24509.7,6809.5,5970.1
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",35,31687.62,8615.82,7785.85
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",20,38092.8,9884.75,9152.05
"308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC",150175,"THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","NEWBURGH","IN",47630,"IN - Evansville",19,11660.42,6241.57,5327.26
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150001,"JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN",46131,"IN - Indianapolis",11,15811.09,5004.09,3497.9
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",55,13201.87,5766.05,5039.69
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",39,18305.71,5758,5008.25
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",15,12813.46,4559.26,3584.6
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",21,24418.66,4596.42,3898.71
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150007,"HOWARD REGIONAL HEALTH SYSTEM","3500 S LAFOUNTAIN ST","KOKOMO","IN",46904,"IN - Indianapolis",19,14280.26,4541,3832.78
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",35,14835.4,5776.2,5133
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",68,11476.08,4819.38,4065.48
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",17,17723.05,5018.29,3865.41
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",32,11528.96,5578.09,4060.18
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",62,16473.66,5607.08,4545.06
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",38,17260.1,4943.94,4118.26
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",56,18908.66,5004.82,4069.51
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",80,14377.72,5022.75,3756.55
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",71,16716.39,5143.91,4265.12
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150022,"FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","1710 LAFAYETTE RD","CRAWFORDSVILLE","IN",47933,"IN - Indianapolis",13,10869.23,4752.61,3884.3
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",93,14447.52,5199.73,4125.15
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",48,8795.45,7725.93,7023.77
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150026,"IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN",46526,"IN - South Bend",22,15207.45,4819.9,4053.9
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"IN - Indianapolis",24,23062.04,5262.91,4369.41
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",25,18875.96,4677.6,4051.36
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",61,14694.86,5024.9,4234.5
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",70,19362.54,5061.28,4056.02
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",12,13908.25,4688.66,4033.66
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150038,"INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","2209 JOHN R WOODEN DR","MARTINSVILLE","IN",46151,"IN - Indianapolis",16,20856.37,4913.5,4068.5
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",27,12376.74,4431.77,3560.81
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",54,15774.81,4592.74,3776.7
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",23,15536.08,4879.43,4001.86
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150047,"ST JOSEPH HOSPITAL","700 BROADWAY","FORT WAYNE","IN",46802,"IN - Fort Wayne",16,17484.75,5545.25,4845.75
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",44,10239.13,5639.18,4620.34
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",39,16444.76,5360.87,4084.2
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",126,21149.25,8123.28,6170.24
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",58,16448.1,5485.03,4555.5
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",14,14853.71,4825.21,3787.57
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST","SEYMOUR","IN",47274,"IN - Indianapolis",13,10810.38,4853.84,4159.69
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",12,14117.66,4792,4019.75
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",32,17211.43,5478.62,4558.53
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150076,"SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH","1915 LAKE AVE","PLYMOUTH","IN",46563,"IN - South Bend",17,14675.52,5065.76,4338.94
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",88,16842.06,4527.43,3658.88
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",96,18909.64,5702.22,4898.6
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",20,11290.25,4934.2,3739.4
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",41,14016.04,4855.85,4170.29
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",87,22147.77,5778.26,4489.96
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",51,18996,5138.05,4088.78
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",64,15745.54,4741.31,3938.56
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150104,"WITHAM HEALTH SERVICES","2605 N LEBANON ST","LEBANON","IN",46052,"IN - Indianapolis",15,14508.53,5460.86,4859.26
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",36,19377.69,5068.36,4316.36
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",37,11002.59,5339.86,3865.72
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",33,12153.12,4869.3,4194.72
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",42,7443.61,4386.64,3639.59
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",111,15406.92,5089.28,4178.03
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",55,13052.5,4838.16,4023.03
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",38,14626.71,4547.89,3897.57
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150129,"WESTVIEW HOSPITAL","3630 GUION RD","INDIANAPOLIS","IN",46222,"IN - Indianapolis",13,18224.92,5872.92,3486.53
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150133,"KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","WARSAW","IN",46580,"IN - Fort Wayne",30,16828.7,4696.26,3871.46
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150153,"ST VINCENT HEART CENTER OF INDIANA LLC","10580 N MERIDIAN ST","INDIANAPOLIS","IN",46290,"IN - Indianapolis",111,19752.25,4715.93,3620.45
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150154,"INDIANA HEART HOSPITAL THE","8075 N SHADELAND AVE","INDIANAPOLIS","IN",46250,"IN - Indianapolis",48,14339.47,4771.29,3507.97
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",31,19634.09,5276.7,3876.64
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","11700 N MERIDIAN ST","CARMEL","IN",46032,"IN - Indianapolis",16,14945.56,4555.75,3640
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",67,15311.31,5425.62,4069.07
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",36,17686.38,4298.36,3458.25
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150175,"THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","NEWBURGH","IN",47630,"IN - Evansville",41,10396.73,4202,3462
"309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",150176,"KENTUCKIANA MEDICAL CENTER LLC","4601 MEDICAL PLAZA WAY","CLARKSVILLE","IN",47129,"KY - Louisville",11,11415.72,4013,3098.45
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",42,10177.76,3929.59,2811.28
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",47,13086,4384.48,2756.8
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",30,9372.56,3158.8,2483.86
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",30,14710.13,3107.1,2092.56
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150007,"HOWARD REGIONAL HEALTH SYSTEM","3500 S LAFOUNTAIN ST","KOKOMO","IN",46904,"IN - Indianapolis",11,12455.45,3988.09,2104.18
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",32,8443.84,3932.71,3018.96
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",70,9841.52,3317.48,2412.98
"310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",39,9174.12,3452.56,2589.17
